year,scenario_code,scenario,s_mil_2025_assumed,g_world,d_mil,d_rest,epsilon,m_NATO,m_nonNATO,M_NATO,M_nonNATO,M_global,eta_mil,eta_rest,E_mil_Gt,E_rest_Gt,E_world_Gt,s_mil,model_family,cum_E_mil_Gt,E_mil_S0_Gt,incremental_E_mil_vs_S0_Gt,cum_incremental_E_mil_vs_S0_Gt,combined_model,combined_model_label,projected_pathway,trajectory_label,analysis,ssp,GDP_world,GDP_NATO,GDP_nonNATO,s_NATO_GDP,economy_GHG_intensity,intensity_multiplier_q,E_world_AR6_Gt,GDP_model_basis,bloc_split_basis,ar6_model,ar6_scenario,world_GHG_minus_AR6_Gt,E_world_S0_Gt,incremental_E_world_vs_S0_Gt,cum_incremental_E_world_vs_S0_Gt,GDP_valuation,GDP_world_2025_calibrated,s_NATO_GDP_2025_calibrated,m_nonNATO_2025_calibrated
2035,S0,Baseline,0.055,0.03,0.01,0.01,0.0,0.027,0.022985547972701727,2.133453090017989,1.8032139641757814,3.9366670541937703,0.9254537065251827,0.4077173672103951,3.6432031166591967,62.59685354987164,66.24005666653083,0.055000000000000014,Original model reference case,36.420011068902646,3.6432031166591967,0.0,0.0,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S0: Baseline,,,,,,,,,,,,,,,,,,,,,
2025,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.027,0.022985547972701727,1.587489462,1.341760538,2.9292499999999997,1.023299479388922,0.45082424616435024,2.9974999999999996,51.5025,54.5,0.05499999999999999,Original model reference case,2.9974999999999996,2.9974999999999996,0.0,0.0,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2026,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.02740877593256891,0.022985547972701727,1.6598695277055757,1.3820133541400001,3.041882881845576,1.0130664845950328,0.44631600370270674,3.081629597661105,52.506050526904545,55.58768012456565,0.05543727658278821,Original model reference case,6.079129597661105,3.0565507499999995,0.025078847661105463,0.025078847661105463,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2027,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.028005016140972137,0.022985547972701727,1.7468570366131633,1.4234737547641998,3.170330791377363,1.0029358197490825,0.4418528436656797,3.1796383111258133,53.523986586238266,56.70362489736408,0.056074692171463304,Original model reference case,9.258767908786918,3.116764799775,0.06287351135081343,0.08795235901191889,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2028,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.028820930945768986,0.022985547972701727,1.8516835392650228,1.466177967407126,3.317861506672149,0.9929064615515917,0.4374343152290229,3.294326128508076,54.55547846893022,57.84980459743829,0.056946192842524404,Original model reference case,12.553094037294994,3.178165066330567,0.11616106217750888,0.20411342118942777,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2029,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.029845109579542582,0.022985547972701727,1.975009384227963,1.51016330642934,3.4851726906573033,0.9829773969360758,0.43305997207673264,3.425845979335015,55.60087060844643,59.02671658778144,0.05803890470919683,Original model reference case,15.978940016630009,3.24077491813728,0.1850710611977351,0.38918448238716286,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2030,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.030999999999995285,0.022985547972701727,2.112977654523853,1.5554682056222198,3.6684458601460728,0.973147622966715,0.42872937235596525,3.569939368783237,56.66245904551472,60.23239841429796,0.05926942082279435,Original model reference case,19.548879385413247,3.3046181840245836,0.2653211847586534,0.6545056671458163,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2031,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.03215489042044799,0.022985547972701727,2.257446512591691,1.6021322517908867,3.8595787643825776,0.9634161467370479,0.4244420786324057,3.7183805012095994,57.74429592512911,61.46267642633871,0.06049818715047292,Original model reference case,23.267259886622845,3.3697191622498686,0.34866133895973084,1.003167006105547,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2032,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.033179069054221584,0.022985547972701727,2.3992298505939478,1.6501962193446136,4.049426069938561,0.9537819852696773,0.4201976578460816,3.862269636188788,58.85073874042314,62.713008376611924,0.06158641940751124,Original model reference case,27.129529522811634,3.436102629746191,0.42616700644259664,1.4293340125481437,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2033,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.03399498385901843,0.022985547972701727,2.531976810713982,1.6997021059249517,4.231678916638934,0.9442441654169805,0.41599568126762076,3.995738126954363,59.98481820918458,63.980556336138946,0.0624523817198726,Original model reference case,31.125267649765995,3.503793851552191,0.4919442754021719,1.9212782879503156,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2034,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.034591224067421655,0.022985547972701727,2.6536768742950505,1.7506931691027006,4.404370043397751,0.9348017237628108,0.41183572445494454,4.117212708657504,61.14768144917871,65.26489415783621,0.06308464545580143,Original model reference case,35.2424803584235,3.5728185904277696,0.544394118229734,2.4656724061800497,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2035,S1,"NATO→3.5%, nonNATO holds",0.055,0.03,0.01,0.01,0.0,0.03499999999999057,0.022985547972701727,2.765587338911463,1.8032139641757814,4.568801303087245,0.9254537065251827,0.4077173672103951,4.2282141003191756,62.339121438189274,66.56733553850844,0.0635178510017605,Original model reference case,39.47069445874268,3.6432031166591967,0.5850109836599788,3.0506833898400285,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S1: NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2025,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.027,0.022985547972701727,1.587489462,1.341760538,2.9292499999999997,1.023299479388922,0.45082424616435024,2.9974999999999996,51.5025,54.5,0.05499999999999999,Original model reference case,2.9974999999999996,2.9974999999999996,0.0,0.0,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2026,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.02740877593256891,0.023599450326672138,1.6598695277055757,1.418924427669015,3.0787939553745907,1.0130664845950328,0.44631600370270674,3.119022969163773,52.48957652407471,55.60859949323848,0.05608886031274747,Original model reference case,6.116522969163773,3.0565507499999995,0.062472219163773435,0.062472219163773435,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2027,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.028005016140972137,0.024494887749248,1.7468570366131633,1.5169457729856888,3.263802809598852,1.0029358197490825,0.4418528436656797,3.2733847463443833,53.48268570918394,56.756070455528324,0.057674619121302104,Original model reference case,9.389907715508155,3.116764799775,0.15661994656938338,0.21909216573315682,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2028,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.028820930945768986,0.025720233909322272,1.8516835392650228,1.6406152387226935,3.4922987779877164,0.9929064615515917,0.4374343152290229,3.467526022332731,54.47917362060187,57.946699642934604,0.05983992261335843,Original model reference case,12.857433737840887,3.178165066330567,0.28936095600216394,0.5084531217353208,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2029,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.029845109579542582,0.027258352042179364,1.975009384227963,1.7908889140568116,3.7658982982847746,0.9829773969360758,0.43305997207673264,3.7017929063739654,55.47929958464605,59.18109249102002,0.06255026310870597,Original model reference case,16.559226644214853,3.24077491813728,0.4610179882366854,0.9694711099720061,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2030,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.030999999999995285,0.028992773986343784,2.112977654523853,1.9619866440472764,4.07496429857113,0.973147622966715,0.42872937235596525,3.9655418208287223,56.48817265055763,60.45371447138635,0.06559633027521697,Original model reference case,20.524768465043575,3.3046181840245836,0.6609236368041387,1.6303947467761448,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2031,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.03215489042044799,0.0307271959305082,2.257446512591691,2.1417384378145186,4.39918495040621,0.9634161467370479,0.4244420786324057,4.238245813703962,57.51526435389034,61.7535101675943,0.06863165838187477,Original model reference case,24.763014278747537,3.3697191622498686,0.8685266514540935,2.4989213982302383,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2032,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.033179069054221584,0.032265314063365295,2.3992298505939478,2.3164163563368674,4.715646206930815,0.9537819852696773,0.4201976578460816,4.497698401075897,58.57079459924909,63.068493000324985,0.07131450566057954,Original model reference case,29.260712679823435,3.436102629746191,1.0615957713297055,3.560517169559944,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2033,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.03399498385901843,0.033490660223439564,2.531976810713982,2.476518975236176,5.008495785950158,0.9442441654169805,0.41599568126762076,4.729242923398971,59.66166574641528,64.39090866981425,0.07344581744683451,Original model reference case,33.989955603222406,3.503793851552191,1.2254490718467799,4.785966241406724,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2034,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.034591224067421655,0.034386097646015426,2.6536768742950505,2.619015493233934,5.272692367528984,0.9348017237628108,0.41183572445494454,4.928921914037111,60.79007529575973,65.71899720979684,0.07499995622730452,Original model reference case,38.91887751725952,3.5728185904277696,1.3561033236093412,6.142069565016065,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2035,S2,"NATO→3.5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.03499999999999057,0.03499999999998584,2.765587338911463,2.74574653695796,5.511333875869423,0.9254537065251827,0.4077173672103951,5.100484363321159,61.95483453910448,67.05531890242564,0.07606382978720955,Original model reference case,44.019361880580675,3.6432031166591967,1.457281246661962,7.599350811678027,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S2: NATO/non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2025,S3,"NATO→5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.027,0.022985547972701727,1.587489462,1.341760538,2.9292499999999997,1.023299479388922,0.45082424616435024,2.9974999999999996,51.5025,54.5,0.05499999999999999,Original model reference case,2.9974999999999996,2.9974999999999996,0.0,0.0,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S3: NATO 5%; non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2026,S3,"NATO→5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.02817523080613562,0.023599450326672138,1.7062858686660298,1.418924427669015,3.1252102963350445,1.0130664845950328,0.44631600370270674,3.1660458085283443,52.46886016827073,55.634905976799075,0.05690754307823674,Original model reference case,6.163545808528344,3.0565507499999995,0.10949505852834474,0.10949505852834474,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S3: NATO 5%; non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2027,S3,"NATO→5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.029889421405294894,0.024494887749248,1.864399786070719,1.5169457729856888,3.381345559056408,1.0029358197490825,0.4418528436656797,3.391272580127158,53.43074911108383,56.822021691210985,0.05968236397072277,Original model reference case,9.554818388655502,3.116764799775,0.2745077803521583,0.384002838880503,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S3: NATO 5%; non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
2028,S3,"NATO→5%, nonNATO→3.5%",0.055,0.03,0.01,0.01,0.0,0.03223517646908584,0.025720233909322272,2.071041555369052,1.6406152387226935,3.7116567940917458,0.9929064615515917,0.4374343152290229,3.68532801391556,54.38321889703741,58.06854691095297,0.06346513233001924,Original model reference case,13.240146402571062,3.178165066330567,0.5071629475849928,0.8911657864654958,Original,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0),Original model reference parameterisation,Original model — MER reference parameterisation (2025 military footprint 5.5%; g=3%/yr; d_mil=1%/yr; d_rest=1%/yr; epsilon=0) — S3: NATO 5%; non-NATO 3.5%,,,,,,,,,,,,,,,,,,,,,
